bucket,url
discovered,https://kpopquiz.org/q/which-year-did-this-song-come-out
discovered,https://kpopquiz.org/q/who-said-it-loona-quotes-quiz
discovered,https://kpopquiz.org/q/xikers-basics-quiz
discovered,https://kpopquiz.org/quizzes/popular-this-month
discovered,https://kpopquiz.org/quizzes/popular-today
discovered,https://kpopquiz.org/rankings
discovered,https://kpopquiz.org/rankings/aespa/songs
discovered,https://kpopquiz.org/rankings/blackpink/members
discovered,https://kpopquiz.org/rankings/blackpink/songs
discovered,https://kpopquiz.org/rankings/bts/songs
discovered,https://kpopquiz.org/rankings/general/3rd-gen-idols
discovered,https://kpopquiz.org/rankings/general/4th-gen-bg-idols
discovered,https://kpopquiz.org/rankings/general/4th-gen-gg-idols
discovered,https://kpopquiz.org/rankings/general/4th-gen-groups
discovered,https://kpopquiz.org/rankings/general/4th-gen-songs
discovered,https://kpopquiz.org/rankings/general/bg-songs
discovered,https://kpopquiz.org/rankings/general/boy-group-idols
discovered,https://kpopquiz.org/rankings/general/boy-groups
discovered,https://kpopquiz.org/rankings/general/gg-songs
discovered,https://kpopquiz.org/rankings/general/girl-group-idols
discovered,https://kpopquiz.org/rankings/general/girl-groups
discovered,https://kpopquiz.org/rankings/general/iconic-kpop-songs
discovered,https://kpopquiz.org/rankings/general/legend-groups
discovered,https://kpopquiz.org/rankings/seventeen/members
discovered,https://kpopquiz.org/shinee-quiz
discovered,https://kpopquiz.org/stats
discovered,https://kpopquiz.org/stray-kids-trivia
discovered,https://kpopquiz.org/terms
discovered,https://kpopquiz.org/txt-quiz
discovered,https://kpopquiz.org/verse/promises
discovered,https://kpopquiz.org/which-aespa-member-are-you
discovered,https://kpopquiz.org/which-ateez-member-are-you
discovered,https://kpopquiz.org/which-blackpink-member-are-you
discovered,https://kpopquiz.org/which-bts-member-are-you
discovered,https://kpopquiz.org/which-enhypen-member-are-you
discovered,https://kpopquiz.org/which-g-i-dle-member-are-you
discovered,https://kpopquiz.org/which-itzy-member-are-you
discovered,https://kpopquiz.org/which-ive-member-are-you
discovered,https://kpopquiz.org/which-le-sserafim-member-are-you
discovered,https://kpopquiz.org/which-newjeans-member-are-you
discovered,https://kpopquiz.org/which-nmixx-member-are-you
discovered,https://kpopquiz.org/which-seventeen-member-are-you
discovered,https://kpopquiz.org/which-stray-kids-member-are-you
discovered,https://kpopquiz.org/which-twice-member-are-you
discovered,https://kpopquiz.org/which-txt-member-are-you
discovered,https://kpopquiz.org/xikers-quiz
canonical,https://kpopquiz.org/games/this-or-that?group=bts&type=members&daily=game
canonical,https://kpopquiz.org/games/this-or-that?group=general&type=girl-group-idols
canonical,https://kpopquiz.org/games/this-or-that?group=general&type=4th-gen-groups
canonical,https://kpopquiz.org/q/k-pop-group-colors-and-lightsticks?daily=quiz
"Exclue par la balise ""noindex",https://kpopquiz.org/battle?quiz=20169504-d4a5-44d1-afd2-7824778f183d
"Exclue par la balise ""noindex",https://kpopquiz.org/battle?quiz=63fe4db4-0b49-4770-b929-6298cf56eeb0
"Exclue par la balise ""noindex",https://kpopquiz.org/battle?quiz=5ac5a886-c7aa-45c9-8807-f7b0d849eb64
"Exclue par la balise ""noindex",https://kpopquiz.org/battle?quiz=0bd8f0a8-e931-4b44-864d-f6181a5975fd
"Exclue par la balise ""noindex",https://kpopquiz.org/battle?quiz=4026d481-0555-40d9-b9a1-4971c98684e5
"Exclue par la balise ""noindex",https://kpopquiz.org/u/illit
"Exclue par la balise ""noindex",https://kpopquiz.org/u/peanut
"Exclue par la balise ""noindex",https://kpopquiz.org/u/chnnie_gnarly
"Exclue par la balise ""noindex",https://kpopquiz.org/u/mila
"Exclue par la balise ""noindex",https://kpopquiz.org/u/blackberriki
"Exclue par la balise ""noindex",https://kpopquiz.org/create?group=day6
"Exclue par la balise ""noindex",https://kpopquiz.org/q/pick-out-the-odd-artms-picture
"Exclue par la balise ""noindex",https://kpopquiz.org/rankings/stray-kids/members
"Exclue par la balise ""noindex",https://kpopquiz.org/battle
"Exclue par la balise ""noindex",https://kpopquiz.org/news
"Exclue par la balise ""noindex",https://kpopquiz.org/battle?quiz=20bdc3d0-66db-4cfb-9393-8ffd85ebc11a
"Exclue par la balise ""noindex",https://kpopquiz.org/battle?quiz=032aa5fc-3b29-415c-b25a-e06f299d6964
"Exclue par la balise ""noindex",https://kpopquiz.org/battle?quiz=a69541e8-94f0-41b7-b154-819f86b82a02
crawled,https://kpopquiz.org/_next/static/chunks/0dlyjl_uymayv.js?dpl=dpl_B3JjgLCkJ2Z5fviJL7oBBduWGkoc
crawled,https://kpopquiz.org/_next/static/chunks/0z294ixj_q4i_.css?dpl=dpl_B3JjgLCkJ2Z5fviJL7oBBduWGkoc
crawled,https://kpopquiz.org/articles/kpop-eras-timeline
crawled,https://kpopquiz.org/kickflip-quiz
crawled,https://kpopquiz.org/blindtest/group-girls-generation
